"Project ID","ARB ID","Cooperative/ Aggregate ID","Project Developer","Project Owner","Project Name","Offset Project Operator","Authorized Project Designee","Verification Body","Project Type","Status","ARB Project Status","Project Site Location","Project Site State","Project Site Country","Additional Certification(s)","SDG Impact","Project Notes","Total Number of Offset Credits Registered ","Project Listed Date","Project Registered Date","Documents","Data","Project Website",
"CAR1172","CAOD5190","","Diversified Pure Chem, LLC","Diversified Pure Chem, LLC","DPC Domestic ODS Destruction Project #22","Diversified Pure Chem, LLC","None","SES, Inc.","Ozone Depleting Substances - U.S. - ARB Compliance","Completed","Completed","Bowling Green","OHIO","US","","","","130995","05/20/2015","10/15/2015","View","View","www.divpc.com",
"CAR1234","CAOD5334","","Diversified Pure Chem, LLC","Diversified Pure Chem, LLC","DPC Domestic ODS Destruction Project #23","Diversified Pure Chem, LLC","None","SES, Inc.","Ozone Depleting Substances - U.S. - ARB Compliance","Completed","Completed","Heritage Thermal Services","OHIO","US","","","","22548","05/19/2016","09/26/2016","View","View","www.divpc.com",
"CAR1241","CAOD5341","","Diversified Pure Chem, LLC","Diversified Pure Chem, LLC","DPC Domestic ODS Destruction Project #24","Diversified Pure Chem, LLC","None","","Ozone Depleting Substances - U.S. - ARB Compliance","Completed","Active ARB Project","Bowling Green","OHIO","US","","","","","09/15/2016","","View","View","www.divpc.com",
"CAR1235","CAOD5335","","Diversified Pure Chem, LLC","Diversified Pure Chem, LLC","DPC Domestic ODS Destruction Project #25","Diversfied Pure Chem, LLC","None","Ruby Canyon Environmental, Inc.","Ozone Depleting Substances - U.S. - ARB Compliance","Completed","Completed","Bowling Green","OHIO","US","","","","101950","04/28/2016","08/30/2016","View","View","www.divpc.com",
"CAR1244","CAOD5288","","Diversified Pure Chem, LLC","Diversified Pure Chem, LLC","DPC Domestic ODS Destruction Project #26","Diversified Pure Chem, LLC","None","","Ozone Depleting Substances - U.S. - ARB Compliance","Completed","Completed","Bowling Green","OHIO","US","","","","110990","09/27/2016","10/24/2017","View","View","www.divpc.com",
"CAR1243","CAOD5287","","Diversified Pure Chem, LLC","Diversified Pure Chem, LLC","DPC Domestic ODS Destruction Project #27","Diversified Pure Chem, LLC","None","","Ozone Depleting Substances - U.S. - ARB Compliance","Completed","Completed","Heritage Thermal Services","OHIO","US","","","","54382","09/22/2016","03/02/2017","View","View","www.divpc.com",
"CAR1251","CAOD5321","","Diversified Pure Chem, LLC","Diversified Pure Chem, LLC","DPC Domestic ODS Destruction Project #28","Diversified Pure Chem LLC.","none","","Ozone Depleting Substances - U.S. - ARB Compliance","Completed","Completed","Heritage Thermal Services","OHIO","US","","","","55471","01/20/2017","06/06/2017","View","View","www.divpc.com",
"CAR1272","CAOD5372","","Diversified Pure Chem, LLC","Diversified Pure Chem, LLC","DPC Domestic ODS Destruction Project #30","Diversified Pure Chem, LLC","None","","Ozone Depleting Substances - U.S. - ARB Compliance","Completed","Active ARB Project","Heritage Thermal Services","OHIO","US","","","","51298","08/01/2017","12/20/2017","View","View","www.divpc.com",
"CAR960","NA","","Diversified Pure Chem, LLC","Diversified Pure Chem, LLC","DPC Domestic ODS Destruction Project #8","Diversified Pure Chem, LLC","","","Ozone Depleting Substances - U.S.","Completed","Not ARB Eligible","El Dorado","ARKANSAS","US","","","","46511","06/07/2012","08/08/2012","View","View","http://divpc.com/",
"CAR972","NA","","Diversified Pure Chem, LLC","Diversified Pure Chem, LLC","DPC Domestic ODS Destruction Project #9","Diversified Pure Chem, LLC","N/A","Ruby Canyon Environmental, Inc.","Ozone Depleting Substances - U.S.","Completed","Not ARB Eligible","El Dorado","ARKANSAS","US","","","","34107","08/21/2012","11/21/2012","View","View","http://divpc.com/",
"CAR1091","CAFR5086","","Sierra Pacific Industries","Sierra Pacific Industries","Dry Burney","Sierra Pacific Industries","None","SCS Global Services","Improved Forest Management - ARB Compliance","Listed","Proposed Project","Shasta County","CALIFORNIA","US","","","","","08/06/2014","","View","View","",
"CAR785","NA","","Dubuque Metropolitan Area Solid Waste Agency","Dubuque Metropolitan Area Solid Waste Agency","Dubuque Metropolitan Sanitary Landfill","","","","Landfill Gas Capture/Combustion","Registered","Not ARB Eligible","City of Dubuque, Iowa","IOWA","US","","","","218623","12/30/2010","04/17/2012","View","View","",
"CAR893","NA","","Duke University","Duke University","Duke Carbon Offsets Initiative - Loyd Ray Farms","","","","Livestock Gas Capture/Combustion","Completed","Not ARB Eligible","Yadkin County, North Carolina","NORTH CAROLINA","US","","","","5586","09/23/2011","01/10/2013","View","View","https://sustainability.duke.edu/offsets",
"CAR476","NA","","Sustainable Energy Solutions LLC","Sustainable Energy Solutions LLC","Eagle Point Landfill","","","","Landfill Gas Capture/Combustion","Completed","Not ARB Eligible","Ball Ground, Forsythe County, Georgia","GEORGIA","US","","","","1420671","07/23/2009","04/07/2010","View","View","",
"CAR451","NA","","East Central Solid Waste Commission","East Central Solid Waste Commission","East Central Sanitary Landfill Voluntary GCCS","","","First Environment, Inc.","Landfill Gas Capture/Combustion","Completed","Not ARB Eligible","Mora","MINNESOTA","US","","","","166428","06/12/2009","08/23/2014","View","View","www.ecswc.cog.mn.us",
"CAR1029","CAOD5033","","Environmental Credit Corp.","21st Century Fox","ECC ODS Destruction 11-2013","Environmental Credit Corp.","None","","Ozone Depleting Substances - U.S. - ARB Compliance","Completed","Completed","El Dorado, AR","ARKANSAS","US","","","","113438","12/11/2013","12/05/2014","View","View","www.envcc.com",
"CAR1068","CAOD5059","","Environmental Credit Corp.","Environmental Credit Corp.","ECC ODS Destruction 2-2014","Environmental Credit Corp.","None","","Ozone Depleting Substances - U.S. - ARB Compliance","Completed","Completed","El Dorado","ARKANSAS","US","","","","126314","04/25/2014","02/23/2015","View","View","www.envcc.com",
"CAR786","NA","","Environmental Credit Corp.","Environmental Credit Corp.","ECC-ODS-CA-002","","","","Ozone Depleting Substances - U.S.","Completed","Not ARB Eligible","El Dorado, Arkansas","ARKANSAS","US","","","Reporting period ended 12/2011. Project completed.","187951","12/20/2010","04/07/2011","View","View","",
"CAR784","NA","","Environmental Credit Corp.","Environmental Credit Corp.","ECC-ODS-PA-001","Environmental Credit Corp.","N/A","","Ozone Depleting Substances - U.S.","Completed","Not ARB Eligible","El Dorado","ARKANSAS","US","","","Reporting period ended 11/2011. Project completed.","310672","11/04/2010","04/07/2011","View","View","",
"CAR947","NA","","Environmental Credit Corp.","Environmental Credit Corp.","ECC-PA-ODS-003","Environmental Credit Corp.","N/A","Ruby Canyon Environmental, Inc.","Ozone Depleting Substances - U.S.","Completed","Not ARB Eligible","El Dorado","ARKANSAS","US","","","","352581","12/14/2011","02/17/2012","View","View","www.envcc.com",
"CAR980","NA","","Camco International Group, Inc.","Camco International Group, Inc.","Edaleen Cow Power, LLC","Camco International Group, Inc.","","","Livestock Gas Capture/Combustion","Completed","Not ARB Eligible","Lynden, WA","WASHINGTON","US","","","","17053","12/03/2012","01/14/2014","View","View","",
"CAR1435","NA","CARC1431","SENDAS AC","Ejido Coatitila","Ejido Coatitila","","","SCS Global Services","Forestry - MX","Registered","Not ARB Eligible","Xico","VERACRUZ","MX","","No Poverty;Good Health and Well-Being;Clean Water and Sanitation;Decent Work and Economic Growth;Reduced Inequalities;Sustainable Cities and Communities;Climate Action;Life on Land;Peer-to-peer learning among community members that does not generate offsets","","1637","07/22/2020","03/31/2021","View","View","",
"CAR1437","NA","CARC1431","SENDAS AC","Ejido El Agua de Los Pescados y sus Anexos","Ejido El Agua de Los Pescados y sus Anexos","","","SCS Global Services","Forestry - MX","Registered","Not ARB Eligible","Perote","VERACRUZ","MX","","No Poverty;Good Health and Well-Being;Clean Water and Sanitation;Decent Work and Economic Growth;Reduced Inequalities;Sustainable Cities and Communities;Climate Action;Life on Land;Peer-to-peer learning among community members that does not generate offsets","","499","07/22/2020","04/01/2021","View","View","",
"CAR1392","NA","","ALVARO RENE RIVERA JARAMILLO","LOS BANCOS","Ejido forestal Los Bancos","","","","Forestry - MX","Registered","Not ARB Eligible","localidad de los bancos, municipio de Pueblo Nuevo, Durango, México","DURANGO","MX","","","","9891","01/10/2020","09/01/2020","View","View","www.agesamex.com",
"CAR1433","NA","CARC1431","SENDAS AC","Ejido La Libertad","Ejido La Libertad","","","SCS Global Services","Forestry - MX","Registered","Not ARB Eligible","Perote","VERACRUZ","MX","","No Poverty;Good Health and Well-Being;Clean Water and Sanitation;Decent Work and Economic Growth;Reduced Inequalities;Sustainable Cities and Communities;Climate Action;Life on Land;Peer-to-peer learning among community members that does not generate offsets","","2522","07/22/2020","04/01/2021","View","View","",
"CAR1499","NA","CARC1431","SENDAS AC","EJIDO LAS VIGAS","Ejido Las Vigas","","","SCS Global Services","Forestry - MX","Listed","Not ARB Eligible","Domicilio conocido, Las Vigas","VERACRUZ","MX","","","","","07/01/2021","","View","View","",
"CAR1497","NA","CARC1502","Unidad de Conservación y Desarrollo Forestal Integral, Topia S.C.","Ejido El Salto de Camellones","Ejido Salto de Camellones","","","SCS Global Services","Forestry - MX","Listed","Not ARB Eligible","Santiago Papasquiaro","DURANGO","MX","","","","","07/14/2021","","View","View","",
"CAR1434","NA","CARC1431","SENDAS AC","Ejido San Pedro Buenavista","Ejido San Pedro Buenavista","","","SCS Global Services","Forestry - MX","Registered","Not ARB Eligible","Acajete","VERACRUZ","MX","","No Poverty;Good Health and Well-Being;Clean Water and Sanitation;Decent Work and Economic Growth;Reduced Inequalities;Sustainable Cities and Communities;Climate Action;Life on Land;Peer-to-peer learning among community members that does not generate offsets","","978","07/22/2020","03/31/2021","View","View","",
"CAR1432","NA","CARC1431","SENDAS AC","Ejido Sierra de Agua","Ejido sierra de Agua","","","SCS Global Services","Forestry - MX","Registered","Not ARB Eligible","Perote","VERACRUZ","MX","","No Poverty;Good Health and Well-Being;Clean Water and Sanitation;Decent Work and Economic Growth;Reduced Inequalities;Sustainable Cities and Communities;Climate Action;Life on Land;Peer-to-peer learning among community members that does not generate offsets","","1397","07/22/2020","04/01/2021","View","View","",
"CAR1500","NA","CARC1431","SENDAS AC","EJIDO TONALACO","Ejido Tonalaco","","","SCS Global Services","Forestry - MX","Listed","Not ARB Eligible","Domicilio conocido, Tonalaco","VERACRUZ","MX","","","","","07/01/2021","","View","View","",
"CAR1494","NA","CARC1502","Unidad de Conservación y Desarrollo Forestal Integral, Topia S.C.","Ejido Topia","Ejido Topia","","","SCS Global Services","Forestry - MX","Listed","Not ARB Eligible","Topia","DURANGO","MX","","","","","07/14/2021","","View","View","",
"CAR1495","NA","CARC1502","Unidad de Conservación y Desarrollo Forestal Integral, Topia S.C.","Ejido Valle de Topia","Ejido Valle de Topia","","","SCS Global Services","Forestry - MX","Listed","Not ARB Eligible","Topia","DURANGO","MX","","","","","07/14/2021","","View","View","",
"CAR639","NA","","LSB Industries, Inc.","LSB Industries, Inc.","El Dorado Nitrogen, LP - Nitrous Oxide Abatement Project","","","NSF Certification LLC","Nitric Acid N2O- Secondary Catalyst","Registered","Not ARB Eligible","Chambers County; near Baytown","TEXAS","US","","","","7595694","05/06/2010","12/23/2010","View","View","",
"CAR1345","NA","","ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.","Ejido El Nopalillo","El Nopalillo - ASRTulancingo","","","","Forestry - MX","Registered","Not ARB Eligible","Epazoyucan, Nopalillo","HIDALGO","MX","","","","2121","06/24/2019","02/25/2021","View","View","",
"CAR1350","NA","","ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.","Ejido El Ocote","El Ocote - ASRTulancingo","","","","Forestry - MX","Registered","Not ARB Eligible","Epazoyucan, El Ocote Chico","HIDALGO","MX","","","","1560","06/24/2019","03/09/2021","View","View","",
"CAR1356","NA","","ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.","Ejido El Ventorrillo","El Ventorrillo - ASRTulancingo","","","","Forestry - MX","Registered","Not ARB Eligible","Cuautepec; El Ventorrillo","HIDALGO","MX","","","","1313","06/24/2019","02/25/2021","View","View","",
"CAR1188","CAFR5218","","Mendocino Redwood Company, LLC","Mendocino Redwood Company, LLC","Elk Creek","Mendocino Redwood Company","None","","Improved Forest Management - ARB Compliance","Completed","Inactive","Mendocino County","CALIFORNIA","US","","","","","10/16/2015","","View","View","",
"CAR891","NA","","Vessels Coal Gas, Inc.","Vessels Coal Gas, Inc.","Elk Creek Coal Mine Methane Destruction & Utilization Project","","","","Coal Mine Methane - Drainage","Completed","Not ARB Eligible","Gunnison County; Somerset","COLORADO","US","","","","432609","07/10/2012","09/30/2014","View","View","",
"CAR1360","NA","","ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.","Ejido Emiliano Zapata","Emiliano Zapata - ASRTulancingo","","","","Forestry - MX","Registered","Not ARB Eligible","Santiago Tulantepec de Lugo Guerrero,","HIDALGO","MX","","","","1394","06/25/2019","02/04/2021","View","View","",
"CAR990","NA","","EOS Climate Inc.","EOS Climate Inc.","EOS 2013 Domestic","EOS Climate","None","","Ozone Depleting Substances - U.S.","Completed","Not ARB Eligible","El Dorado","ARKANSAS","US","","","","366749","01/09/2013","07/17/2013","View","View","www.eosclimate.com",
"CAR992","CAOD5001","","EOS Climate Inc.","EOS Climate Inc.","EOS ARB ODS 2013-1","EOS Climate Inc.","None","","Ozone Depleting Substances - U.S. - ARB Compliance","Completed","Completed","El Dorado","ARKANSAS","US","","","","107542","02/04/2013","09/18/2013","View","View","www.eosclimate.com",
"CAR995","CAOD5017","","EOS Climate Inc.","EOS Climate Inc.","EOS ARB ODS 2013-3","EOS Climate Inc.","None","","Ozone Depleting Substances - U.S. - ARB Compliance","Completed","Active ARB Project","El Dorado","CALIFORNIA","US","","","","122800","04/29/2013","02/12/2014","View","View","www.eosclimate.com",
"CAR1000","CAOD5009","","EOS Climate Inc.","EOS Climate Inc.","EOS ARB ODS 2013-5","EOS Climate Inc.","None","","Ozone Depleting Substances - U.S. - ARB Compliance","Completed","Active ARB Project","El Dorado","ARKANSAS","US","","","","126155","05/29/2013","02/07/2014","View","View","www.eosclimate.com",
"CAR1021","CAOD5048","","EOS Climate Inc.","EOS Climate Inc.","EOS ARB ODS 2013-8","EOS Climate Inc.","None","","Ozone Depleting Substances - U.S. - ARB Compliance","Completed","Active ARB Project","El Dorado","ARKANSAS","US","","","","67490","12/24/2013","04/11/2014","View","View","www.eosclimate.com",
"CAR1026","CAOD5065","","EOS Climate Inc.","EOS Climate Inc.","EOS ARB ODS 2014-2","EOS Climate Inc.","None","","Ozone Depleting Substances - U.S. - ARB Compliance","Completed","Active ARB Project","El Dorado","CALIFORNIA","US","","","","33214","11/26/2013","11/20/2014","View","View","www.eosclimate.com",
"CAR955","NA","","EOS Climate Inc.","EOS Climate Inc.","EOS Article 5 - Nepal","","","","Ozone Depleting Substances - Article 5 Imports","Completed","Not ARB Eligible","Nepal, other Article 5 countries","ARKANSAS","US","","","","82391","03/28/2012","05/24/2013","View","View","www.eosclimate.com",
"CAR1074","CAOD5073","","EOS Climate Inc.","EOS Climate Inc.","EOS CAR 1074","EOS Climate Inc.","None","","Ozone Depleting Substances - U.S. - ARB Compliance","Completed","Active ARB Project","El Dorado","ARKANSAS","US","","","","57134","07/01/2014","08/04/2016","View","View","www.eosclimate.com",
"CAR1075","CAOD5080","","EOS Climate Inc.","EOS Climate Inc.","EOS CAR 1075","EOS Climate Inc.","None","","Ozone Depleting Substances - U.S. - ARB Compliance","Listed","Inactive","El Dorado","ARKANSAS","US","","","","","07/24/2014","","View","View","www.eosclimate.com",
